"ROI_TOTAL.Photons.s","MEAN.Photons.s.cm.2.sr","AREA.Pixels..cm.2","Treatment","Site","Group","Mouse_number","day","exp","Mouse"
232343.33,1300.9465,14.21,"control","Body","3A","2",7,15,"3A-2"
248347.41,1390.5571,14.21,"control","Body","3A","3",7,15,"3A-3"
224406.25,1256.5049,14.21,"control","Body","3A","4",7,15,"3A-4"
211026.97,1186.3748,14.15,"control","Body","3A","5",7,15,"3A-5"
60930.102,1547.4763,3.133,"control","Salivary Gland","4A","1",7,15,"4A-1"
52509.27,1333.6077,3.133,"control","Salivary Gland","4A","2",7,15,"4A-2"
59395.984,1508.5135,3.133,"control","Salivary Gland","4A","3",7,15,"4A-3"
53649.219,1362.5596,3.133,"control","Salivary Gland","4A","4",7,15,"4A-4"
62029.734,1575.4044,3.133,"control","Salivary Gland","4A","5",7,15,"4A-5"
279262.59,1563.6587,14.21,"control","Body","4A","1",7,15,"4A-1"
257941.78,1444.2783,14.21,"control","Body","4A","2",7,15,"4A-2"
325655.56,1823.4242,14.21,"control","Body","4A","3",7,15,"4A-3"
